userId,rating,title,movieId,genres
u_6,4.0,Phenomenon,109297,Drama|Romance
u_6,3.0,Willy Wonka & the Chocolate Factory,252,Children|Comedy|Fantasy|Musical
u_7,5.0,Star Wars: Episode IV - A New Hope,11,Action|Adventure|Sci-Fi
u_7,5.0,Star Wars: Episode IV - A New Hope,10,Action|Adventure|Sci-Fi
u_7,3.0,Aladdin,9807,Adventure|Animation|Children|Comedy|Musical
u_7,3.0,Batman,4116,Action|Crime|Thriller
u_7,5.0,"Silence of the Lambs, The",170339,Crime|Horror|Thriller
u_7,5.0,"Silence of the Lambs, The",55207,Crime|Horror|Thriller
u_7,3.5,Beauty and the Beast,102853,Animation|Children|Fantasy|Musical|Romance|IMAX
u_7,3.5,Beauty and the Beast,76626,Animation|Children|Fantasy|Musical|Romance|IMAX
u_7,3.5,Beauty and the Beast,50408,Animation|Children|Fantasy|Musical|Romance|IMAX
u_7,3.5,Beauty and the Beast,21410,Animation|Children|Fantasy|Musical|Romance|IMAX
u_7,3.5,Beauty and the Beast,648,Animation|Children|Fantasy|Musical|Romance|IMAX
u_7,4.0,Mission: Impossible,832,Action|Adventure|Mystery|Thriller
u_7,4.5,Independence Day (a.k.a. ID4),120880,Action|Adventure|Sci-Fi|Thriller
u_7,4.0,Star Wars: Episode V - The Empire Strikes Back,11,Action|Adventure|Sci-Fi
u_7,4.0,Star Wars: Episode V - The Empire Strikes Back,10,Action|Adventure|Sci-Fi
u_7,4.0,Star Wars: Episode VI - Return of the Jedi,11,Action|Adventure|Sci-Fi
u_7,4.0,Star Wars: Episode VI - Return of the Jedi,10,Action|Adventure|Sci-Fi
u_7,1.5,Star Wars: Episode I - The Phantom Menace,11,Action|Adventure|Sci-Fi
u_7,1.5,Star Wars: Episode I - The Phantom Menace,10,Action|Adventure|Sci-Fi
u_7,1.0,Mission: Impossible II,832,Action|Adventure|Thriller
u_7,3.5,X-Men,45375,Action|Adventure|Sci-Fi
u_7,4.0,"Monsters, Inc.",104853,Adventure|Animation|Children|Comedy|Fantasy
u_7,4.0,"Monsters, Inc.",832,Adventure|Animation|Children|Comedy|Fantasy
u_7,3.5,Spider-Man,48390,Action|Adventure|Sci-Fi|Thriller
u_7,4.0,Catch Me If You Can,50872,Crime|Drama
u_7,4.5,Pirates of the Caribbean: The Curse of the Black Pearl,69520,Action|Adventure|Comedy|Fantasy
u_7,4.5,Pirates of the Caribbean: The Curse of the Black Pearl,48058,Action|Adventure|Comedy|Fantasy
u_7,4.5,Pirates of the Caribbean: The Curse of the Black Pearl,473,Action|Adventure|Comedy|Fantasy
u_7,4.5,Pirates of the Caribbean: The Curse of the Black Pearl,22,Action|Adventure|Comedy|Fantasy
u_7,4.0,"Incredibles, The",120880,Action|Adventure|Animation|Children|Comedy
u_7,2.0,Batman Begins,4116,Action|Crime|IMAX
u_8,4.0,Jumanji,65974,Adventure|Children|Fantasy
u_8,4.0,Seven (a.k.a. Se7en),807,Mystery|Thriller
u_8,2.0,Batman Forever,4116,Action|Adventure|Comedy|Crime
u_8,3.0,While You Were Sleeping,183473,Comedy|Romance
u_8,3.0,"Mask, The",832,Action|Comedy|Crime|Fantasy
u_8,4.0,Speed,39792,Action|Romance|Thriller
u_8,2.0,Mrs. Doubtfire,832,Comedy|Drama
u_8,3.0,Batman,4116,Action|Crime|Thriller
u_8,4.0,"Silence of the Lambs, The",170339,Crime|Horror|Thriller
u_8,4.0,"Silence of the Lambs, The",55207,Crime|Horror|Thriller
u_9,5.0,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark),114707,Action|Adventure
u_10,4.0,Aladdin,9807,Adventure|Animation|Children|Comedy|Musical
u_10,0.5,"Matrix, The",64957,Action|Sci-Fi|Thriller
u_10,0.5,"Matrix, The",832,Action|Sci-Fi|Thriller
u_10,2.5,"Incredibles, The",120880,Action|Adventure|Animation|Children|Comedy
u_10,2.5,"Wedding Date, The",167058,Comedy|Romance
u_10,2.5,"Wedding Date, The",12768,Comedy|Romance
u_10,5.0,Batman Begins,4116,Action|Crime|IMAX
u_10,2.5,Match Point,64957,Crime|Drama|Romance
u_10,2.5,Match Point,832,Crime|Drama|Romance
u_10,3.5,"Single Man, A",187689,Drama
u_10,3.5,"Single Man, A",183314,Drama
u_10,3.5,"Single Man, A",135896,Drama
u_11,3.0,Broken Arrow,76340,Action|Adventure|Thriller
u_11,3.0,Batman Forever,4116,Action|Adventure|Comedy|Crime
u_11,3.0,Speed,39792,Action|Romance|Thriller
u_11,5.0,"Silence of the Lambs, The",170339,Crime|Horror|Thriller
u_11,5.0,"Silence of the Lambs, The",55207,Crime|Horror|Thriller
u_11,4.0,Mission: Impossible,832,Action|Adventure|Mystery|Thriller
u_11,4.0,Independence Day (a.k.a. ID4),120880,Action|Adventure|Sci-Fi|Thriller
u_11,4.0,Star Wars: Episode VI - Return of the Jedi,11,Action|Adventure|Sci-Fi
u_11,4.0,Star Wars: Episode VI - Return of the Jedi,10,Action|Adventure|Sci-Fi
u_13,5.0,Seven (a.k.a. Se7en),807,Mystery|Thriller
u_13,5.0,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark),114707,Action|Adventure
u_13,5.0,"Matrix, The",64957,Action|Sci-Fi|Thriller
u_13,5.0,"Matrix, The",832,Action|Sci-Fi|Thriller
u_13,4.0,X-Men,45375,Action|Adventure|Sci-Fi
u_14,5.0,Seven (a.k.a. Se7en),807,Mystery|Thriller
u_14,5.0,Broken Arrow,76340,Action|Adventure|Thriller
u_14,2.0,Batman Forever,4116,Action|Adventure|Comedy|Crime
u_14,4.0,While You Were Sleeping,183473,Comedy|Romance
u_14,1.0,"Mask, The",832,Action|Comedy|Crime|Fantasy
u_14,3.0,Speed,39792,Action|Romance|Thriller
u_14,2.0,Batman,4116,Action|Crime|Thriller
u_14,4.0,"Silence of the Lambs, The",170339,Crime|Horror|Thriller
u_14,4.0,"Silence of the Lambs, The",55207,Crime|Horror|Thriller
u_15,3.5,Seven (a.k.a. Se7en),807,Mystery|Thriller
u_15,5.0,Star Wars: Episode IV - A New Hope,11,Action|Adventure|Sci-Fi
u_15,5.0,Star Wars: Episode IV - A New Hope,10,Action|Adventure|Sci-Fi
u_15,3.0,Aladdin,9807,Adventure|Animation|Children|Comedy|Musical
u_15,3.5,Independence Day (a.k.a. ID4),120880,Action|Adventure|Sci-Fi|Thriller
u_15,5.0,Star Wars: Episode V - The Empire Strikes Back,11,Action|Adventure|Sci-Fi
u_15,5.0,Star Wars: Episode V - The Empire Strikes Back,10,Action|Adventure|Sci-Fi
u_15,4.0,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark),114707,Action|Adventure
u_15,5.0,Star Wars: Episode VI - Return of the Jedi,11,Action|Adventure|Sci-Fi
u_15,5.0,Star Wars: Episode VI - Return of the Jedi,10,Action|Adventure|Sci-Fi
u_15,4.0,"Matrix, The",64957,Action|Sci-Fi|Thriller
u_15,4.0,"Matrix, The",832,Action|Sci-Fi|Thriller
u_15,1.5,Memento,832,Mystery|Thriller
u_15,3.5,"Monsters, Inc.",104853,Adventure|Animation|Children|Comedy|Fantasy
u_15,3.5,"Monsters, Inc.",832,Adventure|Animation|Children|Comedy|Fantasy
u_15,5.0,Catch Me If You Can,50872,Crime|Drama
u_15,2.5,"Incredibles, The",120880,Action|Adventure|Animation|Children|Comedy
u_15,3.5,Inception,120880,Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX
u_16,3.5,Seven (a.k.a. Se7en),807,Mystery|Thriller
u_16,3.0,Star Wars: Episode IV - A New Hope,11,Action|Adventure|Sci-Fi
u_16,3.0,Star Wars: Episode IV - A New Hope,10,Action|Adventure|Sci-Fi
u_16,3.0,"Silence of the Lambs, The",170339,Crime|Horror|Thriller
u_16,3.0,"Silence of the Lambs, The",55207,Crime|Horror|Thriller
u_16,4.0,Monty Python and the Holy Grail,832,Adventure|Comedy|Fantasy
u_16,3.0,Star Wars: Episode V - The Empire Strikes Back,11,Action|Adventure|Sci-Fi
u_16,3.0,Star Wars: Episode V - The Empire Strikes Back,10,Action|Adventure|Sci-Fi
u_16,3.5,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark),114707,Action|Adventure
u_16,3.5,"Matrix, The",64957,Action|Sci-Fi|Thriller
u_16,3.5,"Matrix, The",832,Action|Sci-Fi|Thriller
u_16,4.5,Memento,832,Mystery|Thriller
u_16,3.0,Inception,120880,Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX
u_17,4.0,Seven (a.k.a. Se7en),807,Mystery|Thriller
u_17,5.0,Star Wars: Episode IV - A New Hope,11,Action|Adventure|Sci-Fi
u_17,5.0,Star Wars: Episode IV - A New Hope,10,Action|Adventure|Sci-Fi
u_17,4.5,Batman,4116,Action|Crime|Thriller
u_17,4.5,"Silence of the Lambs, The",170339,Crime|Horror|Thriller
u_17,4.5,"Silence of the Lambs, The",55207,Crime|Horror|Thriller
u_17,4.0,Independence Day (a.k.a. ID4),120880,Action|Adventure|Sci-Fi|Thriller
u_17,5.0,Star Wars: Episode V - The Empire Strikes Back,11,Action|Adventure|Sci-Fi
u_17,5.0,Star Wars: Episode V - The Empire Strikes Back,10,Action|Adventure|Sci-Fi
u_17,4.5,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark),114707,Action|Adventure
u_17,5.0,Star Wars: Episode VI - Return of the Jedi,11,Action|Adventure|Sci-Fi
u_17,5.0,Star Wars: Episode VI - Return of the Jedi,10,Action|Adventure|Sci-Fi
u_17,4.0,Indiana Jones and the Last Crusade,120880,Action|Adventure
u_17,5.0,"Matrix, The",64957,Action|Sci-Fi|Thriller
u_17,5.0,"Matrix, The",832,Action|Sci-Fi|Thriller
u_17,4.0,Memento,832,Mystery|Thriller
u_17,4.0,Batman Begins,4116,Action|Crime|IMAX
u_17,4.5,Inception,120880,Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX
u_18,3.0,Jumanji,65974,Adventure|Children|Fantasy
u_18,4.5,Seven (a.k.a. Se7en),807,Mystery|Thriller
u_18,4.0,Star Wars: Episode IV - A New Hope,11,Action|Adventure|Sci-Fi
u_18,4.0,Star Wars: Episode IV - A New Hope,10,Action|Adventure|Sci-Fi
u_18,4.0,Star Trek: Generations,193,Adventure|Drama|Sci-Fi
u_18,2.5,"Mask, The",832,Action|Comedy|Crime|Fantasy
u_18,3.0,Naked Gun 33 1/3: The Final Insult,1740,Action|Comedy
u_18,3.0,Naked Gun 33 1/3: The Final Insult,722,Action|Comedy
u_18,2.5,Speed,39792,Action|Romance|Thriller
u_18,3.5,Mrs. Doubtfire,832,Comedy|Drama
u_18,3.5,Aladdin,9807,Adventure|Animation|Children|Comedy|Musical
u_18,4.5,"Silence of the Lambs, The",170339,Crime|Horror|Thriller
u_18,4.5,"Silence of the Lambs, The",55207,Crime|Horror|Thriller
u_18,3.0,Beauty and the Beast,102853,Animation|Children|Fantasy|Musical|Romance|IMAX
u_18,3.0,Beauty and the Beast,76626,Animation|Children|Fantasy|Musical|Romance|IMAX
u_18,3.0,Beauty and the Beast,50408,Animation|Children|Fantasy|Musical|Romance|IMAX
u_18,3.0,Beauty and the Beast,21410,Animation|Children|Fantasy|Musical|Romance|IMAX
u_18,3.0,Beauty and the Beast,648,Animation|Children|Fantasy|Musical|Romance|IMAX
u_18,3.0,Mission: Impossible,832,Action|Adventure|Mystery|Thriller
u_18,4.0,Independence Day (a.k.a. ID4),120880,Action|Adventure|Sci-Fi|Thriller
u_18,4.5,Monty Python and the Holy Grail,832,Adventure|Comedy|Fantasy
u_18,4.0,Star Wars: Episode V - The Empire Strikes Back,11,Action|Adventure|Sci-Fi
u_18,4.0,Star Wars: Episode V - The Empire Strikes Back,10,Action|Adventure|Sci-Fi
u_18,4.0,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark),114707,Action|Adventure
u_18,4.5,Star Wars: Episode VI - Return of the Jedi,11,Action|Adventure|Sci-Fi
u_18,4.5,Star Wars: Episode VI - Return of the Jedi,10,Action|Adventure|Sci-Fi
u_18,4.0,Indiana Jones and the Last Crusade,120880,Action|Adventure
u_18,3.5,Men in Black (a.k.a. MIB),832,Action|Comedy|Sci-Fi
u_18,4.5,"Matrix, The",64957,Action|Sci-Fi|Thriller
u_18,4.5,"Matrix, The",832,Action|Sci-Fi|Thriller
u_18,4.0,X-Men,45375,Action|Adventure|Sci-Fi
u_18,4.5,Memento,832,Mystery|Thriller
u_18,4.0,"Monsters, Inc.",104853,Adventure|Animation|Children|Comedy|Fantasy
u_18,4.0,"Monsters, Inc.",832,Adventure|Animation|Children|Comedy|Fantasy
u_18,4.0,Spider-Man,48390,Action|Adventure|Sci-Fi|Thriller
u_18,4.0,"Ring, The",35913,Horror|Mystery|Thriller
u_18,4.0,"Ring, The",2671,Horror|Mystery|Thriller
u_18,4.0,Catch Me If You Can,50872,Crime|Drama
u_18,4.5,Pirates of the Caribbean: The Curse of the Black Pearl,69520,Action|Adventure|Comedy|Fantasy
u_18,4.5,Pirates of the Caribbean: The Curse of the Black Pearl,48058,Action|Adventure|Comedy|Fantasy
u_18,4.5,Pirates of the Caribbean: The Curse of the Black Pearl,473,Action|Adventure|Comedy|Fantasy
u_18,4.5,Pirates of the Caribbean: The Curse of the Black Pearl,22,Action|Adventure|Comedy|Fantasy
u_18,3.5,"Incredibles, The",120880,Action|Adventure|Animation|Children|Comedy
u_18,4.5,Batman Begins,4116,Action|Crime|IMAX
u_18,3.5,"Simpsons Movie, The",36,Animation|Comedy
u_18,4.5,Inception,120880,Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX
u_19,3.0,Jumanji,65974,Adventure|Children|Fantasy
u_19,3.0,Seven (a.k.a. Se7en),807,Mystery|Thriller
u_19,2.0,Batman Forever,4116,Action|Adventure|Comedy|Crime
u_19,4.0,Star Wars: Episode IV - A New Hope,11,Action|Adventure|Sci-Fi
u_19,4.0,Star Wars: Episode IV - A New Hope,10,Action|Adventure|Sci-Fi
u_19,2.0,Star Trek: Generations,193,Adventure|Drama|Sci-Fi
u_19,3.0,While You Were Sleeping,183473,Comedy|Romance
u_19,4.0,"Mask, The",832,Action|Comedy|Crime|Fantasy
u_19,3.0,Naked Gun 33 1/3: The Final Insult,1740,Action|Comedy
u_19,3.0,Naked Gun 33 1/3: The Final Insult,722,Action|Comedy
u_19,4.0,Speed,39792,Action|Romance|Thriller
u_19,2.0,I'll Do Anything,120880,Comedy|Drama
u_19,2.0,Mrs. Doubtfire,832,Comedy|Drama
u_19,3.0,Aladdin,9807,Adventure|Animation|Children|Comedy|Musical
u_19,5.0,Batman,4116,Action|Crime|Thriller
u_19,3.0,Mission: Impossible,832,Action|Adventure|Mystery|Thriller
u_19,4.0,Willy Wonka & the Chocolate Factory,252,Children|Comedy|Fantasy|Musical
u_19,3.0,Monty Python and the Holy Grail,832,Adventure|Comedy|Fantasy
u_19,4.0,Star Wars: Episode V - The Empire Strikes Back,11,Action|Adventure|Sci-Fi
u_19,4.0,Star Wars: Episode V - The Empire Strikes Back,10,Action|Adventure|Sci-Fi
u_19,5.0,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark),114707,Action|Adventure
u_19,3.0,Star Wars: Episode VI - Return of the Jedi,11,Action|Adventure|Sci-Fi
u_19,3.0,Star Wars: Episode VI - Return of the Jedi,10,Action|Adventure|Sci-Fi
u_19,5.0,Indiana Jones and the Last Crusade,120880,Action|Adventure
u_19,3.0,"Saint, The",107467,Action|Romance|Sci-Fi|Thriller
u_19,2.0,Men in Black (a.k.a. MIB),832,Action|Comedy|Sci-Fi
u_19,2.0,I Know What You Did Last Summer,120880,Horror|Mystery|Thriller
u_19,3.0,Mortal Kombat: Annihilation,832,Action|Adventure|Fantasy
u_19,2.0,Hope Floats,147891,Comedy|Drama|Romance
u_19,2.0,Hope Floats,115846,Comedy|Drama|Romance
u_19,2.0,Hope Floats,5885,Comedy|Drama|Romance
u_19,2.0,Freaky Friday,76414,Children|Comedy|Fantasy
u_19,4.0,"Matrix, The",64957,Action|Sci-Fi|Thriller
u_19,4.0,"Matrix, The",832,Action|Sci-Fi|Thriller
u_19,3.0,Star Wars: Episode I - The Phantom Menace,11,Action|Adventure|Sci-Fi
u_19,3.0,Star Wars: Episode I - The Phantom Menace,10,Action|Adventure|Sci-Fi
u_19,2.0,Max Dugan Returns,1793,Comedy
u_19,2.0,Max Dugan Returns,832,Comedy
u_19,2.0,Breathless,187946,Action|Drama|Romance|Thriller
u_19,2.0,Breathless,106983,Action|Drama|Romance|Thriller
u_19,2.0,Breathless,27649,Action|Drama|Romance|Thriller
u_19,2.0,Breathless,269,Action|Drama|Romance|Thriller
u_19,2.0,Mission: Impossible II,832,Action|Adventure|Thriller
u_19,4.0,X-Men,45375,Action|Adventure|Sci-Fi
u_20,3.0,Jumanji,65974,Adventure|Children|Fantasy
u_20,5.0,Aladdin,9807,Adventure|Animation|Children|Comedy|Musical
u_20,5.0,Beauty and the Beast,102853,Animation|Children|Fantasy|Musical|Romance|IMAX
u_20,5.0,Beauty and the Beast,76626,Animation|Children|Fantasy|Musical|Romance|IMAX
u_20,5.0,Beauty and the Beast,50408,Animation|Children|Fantasy|Musical|Romance|IMAX
u_20,5.0,Beauty and the Beast,21410,Animation|Children|Fantasy|Musical|Romance|IMAX
u_20,5.0,Beauty and the Beast,648,Animation|Children|Fantasy|Musical|Romance|IMAX
u_20,5.0,Willy Wonka & the Chocolate Factory,252,Children|Comedy|Fantasy|Musical
u_20,3.0,Mission: Impossible II,832,Action|Adventure|Thriller
u_20,3.5,X-Men,45375,Action|Adventure|Sci-Fi
u_20,3.5,Memento,832,Mystery|Thriller
u_20,4.0,"Monsters, Inc.",104853,Adventure|Animation|Children|Comedy|Fantasy
u_20,4.0,"Monsters, Inc.",832,Adventure|Animation|Children|Comedy|Fantasy
u_20,4.0,My Big Fat Greek Wedding,832,Comedy|Romance
u_20,3.0,Spider-Man,48390,Action|Adventure|Sci-Fi|Thriller
u_20,3.5,"Ring, The",35913,Horror|Mystery|Thriller
u_20,3.5,"Ring, The",2671,Horror|Mystery|Thriller
u_20,4.5,Catch Me If You Can,50872,Crime|Drama
u_21,3.5,Jumanji,65974,Adventure|Children|Fantasy
u_21,4.5,Star Wars: Episode IV - A New Hope,11,Action|Adventure|Sci-Fi
u_21,4.5,Star Wars: Episode IV - A New Hope,10,Action|Adventure|Sci-Fi
u_21,3.0,"Mask, The",832,Action|Comedy|Crime|Fantasy
u_21,5.0,Naked Gun 33 1/3: The Final Insult,1740,Action|Comedy
u_21,5.0,Naked Gun 33 1/3: The Final Insult,722,Action|Comedy
u_21,2.5,Mrs. Doubtfire,832,Comedy|Drama
u_21,4.0,Aladdin,9807,Adventure|Animation|Children|Comedy|Musical
u_21,3.5,Batman,4116,Action|Crime|Thriller
u_21,4.5,Mission: Impossible,832,Action|Adventure|Mystery|Thriller
u_21,3.5,Independence Day (a.k.a. ID4),120880,Action|Adventure|Sci-Fi|Thriller
u_21,4.5,Star Wars: Episode V - The Empire Strikes Back,11,Action|Adventure|Sci-Fi
u_21,4.5,Star Wars: Episode V - The Empire Strikes Back,10,Action|Adventure|Sci-Fi
u_21,4.0,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark),114707,Action|Adventure
u_21,4.5,Star Wars: Episode VI - Return of the Jedi,11,Action|Adventure|Sci-Fi
u_21,4.5,Star Wars: Episode VI - Return of the Jedi,10,Action|Adventure|Sci-Fi
u_21,4.0,Indiana Jones and the Last Crusade,120880,Action|Adventure
u_21,4.5,Men in Black (a.k.a. MIB),832,Action|Comedy|Sci-Fi
u_21,4.0,"Matrix, The",64957,Action|Sci-Fi|Thriller
u_21,4.0,"Matrix, The",832,Action|Sci-Fi|Thriller
u_21,4.0,Star Wars: Episode I - The Phantom Menace,11,Action|Adventure|Sci-Fi
u_21,4.0,Star Wars: Episode I - The Phantom Menace,10,Action|Adventure|Sci-Fi
u_21,4.0,Mission: Impossible II,832,Action|Adventure|Thriller
u_21,4.5,"Man with the Golden Gun, The",832,Action|Adventure|Thriller
u_21,3.5,X-Men,45375,Action|Adventure|Sci-Fi
u_21,3.5,"Monsters, Inc.",104853,Adventure|Animation|Children|Comedy|Fantasy
u_21,3.5,"Monsters, Inc.",832,Adventure|Animation|Children|Comedy|Fantasy
u_21,3.0,Spider-Man,48390,Action|Adventure|Sci-Fi|Thriller
u_21,3.5,Catch Me If You Can,50872,Crime|Drama
u_21,4.0,Pirates of the Caribbean: The Curse of the Black Pearl,69520,Action|Adventure|Comedy|Fantasy
u_21,4.0,Pirates of the Caribbean: The Curse of the Black Pearl,48058,Action|Adventure|Comedy|Fantasy
u_21,4.0,Pirates of the Caribbean: The Curse of the Black Pearl,473,Action|Adventure|Comedy|Fantasy
u_21,4.0,Pirates of the Caribbean: The Curse of the Black Pearl,22,Action|Adventure|Comedy|Fantasy
u_21,3.5,"Incredibles, The",120880,Action|Adventure|Animation|Children|Comedy
